"year","month","var.name","area","statistic","value"
1993,"January","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",8.9533974728721
1993,"February","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",6.79413958890495
1993,"March","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",5.99795018922363
1993,"April","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",7.44503282474182
1993,"May","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",9.68347241370157
1993,"June","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",11.9464745757183
1993,"July","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",14.4030660729768
1993,"August","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",15.2957148422835
1993,"September","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",15.2199741488255
1993,"October","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",15.336373927978
1993,"November","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",14.151615724449
1993,"December","BottomT","MIDDLE_ATLANTIC_BIGHT","mean",11.3739145034697
1993,"January","BottomT","SOUTHERN_NEW_ENGLAND","mean",7.43033422311731
1993,"February","BottomT","SOUTHERN_NEW_ENGLAND","mean",5.5692074274575
1993,"March","BottomT","SOUTHERN_NEW_ENGLAND","mean",4.91990629545634
1993,"April","BottomT","SOUTHERN_NEW_ENGLAND","mean",5.66504733272215
1993,"May","BottomT","SOUTHERN_NEW_ENGLAND","mean",7.31342789024954
1993,"June","BottomT","SOUTHERN_NEW_ENGLAND","mean",8.68032390764249
1993,"July","BottomT","SOUTHERN_NEW_ENGLAND","mean",10.1057439692654
1993,"August","BottomT","SOUTHERN_NEW_ENGLAND","mean",11.1609354643637
1993,"September","BottomT","SOUTHERN_NEW_ENGLAND","mean",11.9857137140633
1993,"October","BottomT","SOUTHERN_NEW_ENGLAND","mean",11.920933866457
1993,"November","BottomT","SOUTHERN_NEW_ENGLAND","mean",11.8437044565826
1993,"December","BottomT","SOUTHERN_NEW_ENGLAND","mean",10.1982324141
